ID,Type,Message,Medical_severity
17598,validation,"The subduction zone surrounding the immediate region of this event has not witnessed a megathrust earthquake in the recent past, rupturing last in an earthquake of M 8.5 or larger in 1797.Hayat said he had seen cases of disease and illness but nothing major.",0
17607,train,"The donation, by philanthropic organization the W.P.Carey Foundation, was the largest private sector donation received by India thus far.",0
17629,test,"The group of 13 medical personnel from the French army and fire rescue teams were headed north to the town of Guangyuan, about 300 kilometres north of Chengdu, to help treat quake victims there, French diplomatic sources and team members told AFP.",0
17637,train,"However, if the BDRCS is to succeed in its goal of providing aid to 150,000 families worst-affected by the flooding and river erosions, there needs to be a more generous and rapid response by donors.",0
17648,validation,"Fung Wong, the eighth tropical storm to hit China's coast, is set to sweep across the Taiwan Straits on Monday and make landfall between Xiapu and Jinjiang counties, in neighboring Fujian at midnight.",0
17650,train,"For its part, WHO is trying to raise funds to restart defunct health centres in similar areas.",0
17652,train,"The Sudanese population has been susceptible not only to famine and war-related catastrophes, but also to floods from rising river levels and torrential rains, epidemics such as measles and meningitis, drought in the North and South, and insect infestations, largely due to locusts.",0
17662,train,"Nearly five months since the floods first hit Pakistan, and with winter bringing near freezing temperatures at night, the UK has today also announced shelter for 25,000 people; basic health care for more than half a million people over the next six months; and support to help around one million people in rural areas to earn a living by providing jobs, skills training, and farming tools, seeds, animals so families can restart farming.",0
17669,test,"More study is needed to determine if some populations (i.e. younger or older people, or people with other medical conditions) could be affected by the outbreak, of if they are at higher risk for severe illness.",0
17672,train,"Through this project, volunteer physicians have operated on more than 3,100 children and adults.",0
17673,train,"Used to the cooler dry climate of mountainous Afghanistan, both children and adults also suffer from heat rash which can be eased by frequent washing with cool water.",0
17697,train,"These Child Centered Spaces, which are housed in tents, provide children with basic education and psychosocial interventions (structured play activities) to help them heal from the wounds of war and struggle under the Taliban.",0
17704,train,"This cash-for-work project, which provided wages to 200 people, is part of Mercy Corps' work in the Horn of Africa, which historic drought triggered widespread famine last year.",0
17731,train,"The first sign of cholera, which is spread by drinking contaminated dirty water, is 'rice water' diarrhoea leading to chronic dehydration and possibly death within a few hours.",0
17733,train,"We were bringing back a lot of aeromedical evacuations, but that has tapered off, and what we are seeing now is an influx of internally displaced people, and we're bringing them back from the different landing zones.",0
17734,train,"MADRID, March 18 (Reuters) - International humanitarian groups are finding pockets of suffering in northern Japan, but say most victims of the earthquake, tsunami, and snow blizzards are keeping warm and getting food, water and medical attention.",0
17766,train,"So far, with the exception of the deadly outbreaks in Mexico, the virus has tended to cause very mild illness in otherwise healthy people, it said.",0
